RegionName,ZoneName,DistrictName,Year,Epidemic_Week,Month,Total Malaria Confirmed and Clinical,TMalaria_OutP_Cases,TMalaria_InP_Cases,TMalaria_InP_Deaths,TMSuspected Fever Examined,PosMalaria_RDT_or_Microscopy_PF_OutP_Cases,PosMalaria_RDT_or_Microscopy_PV_OutP_Cases,Meningits total Cases,Meningitis_OutP_Cases,Meningitis_InP_Cases,Meningitis_InP_Deaths,Dysentery_total Cases,Dysentery_OutP_Cases,Dysentery_InP_Cases,Dysentery_InP_Deaths,Typhoid fever Total cases,Typhoid fever_OutP_Cases,Typhoid fever_InP_Cases,Typhoid fever_InP_Deaths,Relapsing fever_total Cases,Relapsing fever_OutP_Cases,Relapsing fever_InP_Cases,Relapsing fever_InP_Deaths,Epidemic Typhus Total Cases,Epidemic Typhus_OutP_Cases,Epidemic Typhus_InP_Cases,Epidemic Typhus_InP_Deaths,Malnutrition_total Cases,Malnutrition_OutP_Cases,Malnutrition_InP_Cases,Malnutrition_InP_Deaths,AFP/Polio_Cases,AFP/Polio_Deaths,Anthrax_Cases,Anthrax_Deaths,Avian_Human_Influenza_Cases,Avian_Human_Influenza_Deaths,Cholera/AWD_Cases,Cholera/AWD_Deaths,Dracunculiasis/Guinea worm_Cases,Dracunculiasis/Guinea worm_Deaths,Measles_Cases,Measles_Deaths,Neonatal Tetanus_Cases,Neonatal Tetanus_Deaths,Pandemic Influenza_Cases,Pandemic Influenza_Deaths,Rabies_Cases,Rabies_Deaths,SARS_Cases,SARS_Deaths,Small pox_Cases,Small pox_Deaths,Viral hemorrhagic fever_Cases,Viral hemorrhagic fever_Deaths,Yellow fever_Cases,Yellow fever_Deaths,Maternal_Death,Other 1_Name,Other 1_Cases,Other 1_Deaths,Other 2_Name,Other 2_Cases,Other 2_Deaths,Other 3_Name,Other 3_Cases,Other 3_Deaths,No-of-Gov_HPs-expected-by-RHB,No-of-Gov_HCs-expected-by-RHB,No-of-Gov_Hosps-expected-by-RHB,No-of-NGOHF-expected-by-RHB,No-of-OtherHFs-expected-by-RHB,No-of-Gov_HPs-Reported,No-of-Gov_HCs-Reported,No-of-Gov_Hosps-Reported,No-of-NGOHFs-Reported,No-of-OthersHF-Reported,All-Total-sites-Reported,All-Total-sites-Expected-by-RHB,Total-Gov-sites-Reported,Date_Sent,Date_Received,Date_WeekExpected,Timeliness,EthiopianMonth,EthMonNum,EthYear
Somali,Degehabur,Ararso,2015,13,March,7,4,3,4,3,3,10,4,1,1,3,5,8,6,3,7,10,8,6,7,4,0,5,5,9,1,8,10,10,8,3,5,5,5,6,3,5,0,5,0,6,1,10,5,4,2,4,9,2,3,7,9,10,4,0,7,8,5,6,10,8,2,4,10,10,9,6,1,2,3,1,10,9,8,7,4,5,6,2,1,2/4/15,2/4/15,4/3/15,T,Megabit,7,2007
Somali,Degehabur,Ararso,2015,35,August,10,4,5,7,4,10,8,4,6,1,5,10,0,8,2,0,9,8,0,6,8,5,4,10,2,2,9,1,2,6,7,8,6,7,5,8,4,3,4,2,7,0,10,6,5,10,4,7,3,3,4,1,5,1,8,2,8,9,0,7,10,6,2,8,7,9,4,2,0,3,7,0,10,6,0,2,10,0,8,0,3/9/15,3/9/15,9/4/15,T,Nehase,12,2007
Somali,Degehabur,Aware,2015,11,March,9,0,6,1,5,3,8,4,6,10,7,1,8,2,1,2,6,7,8,4,6,5,3,5,8,3,7,10,8,0,4,1,2,2,2,6,5,1,3,6,1,7,6,8,9,8,7,9,8,10,4,5,1,0,1,0,1,2,5,10,8,9,6,10,4,10,5,4,2,7,3,9,2,4,10,7,7,4,10,1,19/03/15,19/03/15,3/20/15,T,Megabit,7,2007
Somali,Degehabur,Aware,2015,32,August,8,10,8,3,5,2,4,0,9,0,7,10,7,1,8,8,2,0,8,4,1,3,2,6,6,3,9,6,1,4,0,10,4,10,8,3,9,9,5,2,9,8,9,6,5,6,1,9,7,1,0,7,1,8,5,5,1,1,3,6,2,10,3,8,1,7,8,8,2,7,0,4,3,2,8,8,8,1,6,8,13/08/15,13/08/15,8/14/15,T,Nehase,12,2007
Somali,Degehabur,Aware,2015,52,December,3,3,5,3,5,1,6,10,3,6,8,9,10,9,7,8,10,3,4,8,9,1,0,4,5,5,7,0,5,5,10,6,5,10,4,1,10,6,9,6,9,2,2,5,7,9,10,2,8,2,7,7,1,1,5,7,4,5,1,5,2,0,8,8,1,5,4,2,1,10,0,1,2,9,2,5,8,6,3,0,31/12/15,31/12/15,1/1/16,T,Tahesas,4,2008
Somali,Degehabur,Birkod,2015,28,July,7,9,6,3,2,7,8,7,1,3,2,8,4,8,5,2,5,6,8,7,8,4,6,5,10,5,2,0,0,5,9,2,5,6,6,6,0,4,7,8,9,1,0,5,10,7,6,3,8,3,9,6,0,9,7,10,5,10,7,7,2,2,6,6,10,10,10,7,10,2,1,0,6,1,1,8,2,3,9,8,16/07/15,16/07/15,7/17/15,T,Hamle,11,2007
Somali,Degehabur,Birkod,2015,48,November,2,3,10,2,10,0,5,0,10,6,0,9,4,2,7,8,5,4,2,3,1,2,7,8,5,6,10,0,3,2,6,1,9,6,6,5,2,6,6,0,4,7,9,3,9,4,8,6,10,8,0,6,6,9,4,2,0,10,5,9,7,1,5,10,3,3,1,2,3,0,2,6,3,5,8,0,10,5,4,9,3/12/15,3/12/15,12/4/15,T,Hedar,3,2008
Somali,Degehabur,Dagah Mado,2015,27,July,1,3,3,4,9,3,4,9,4,3,2,10,10,2,4,10,8,2,0,9,3,7,2,10,5,7,8,0,7,6,4,0,1,0,1,1,0,9,6,2,5,5,3,7,10,10,5,4,0,2,7,8,5,4,0,9,10,9,1,7,1,0,8,9,8,1,3,2,5,10,6,4,9,9,0,7,1,3,9,2,9/7/15,9/7/15,7/10/15,T,Hamle,11,2007
Somali,Degehabur,Dagah Mado,2015,50,December,8,4,7,9,5,6,6,0,2,1,3,4,9,0,0,6,0,9,4,3,3,9,4,1,2,6,4,4,6,1,10,2,7,3,2,9,3,4,10,8,3,2,2,0,7,0,0,6,3,10,1,5,10,1,4,0,7,5,2,9,5,0,2,6,5,0,5,9,3,0,8,4,1,6,5,2,0,7,0,0,17/12/15,17/12/15,12/18/15,T,Tahesas,4,2008
Somali,Degehabur,Dagahbur Councile,2015,28,July,1,3,3,8,10,1,6,9,4,2,0,7,5,9,5,2,9,9,5,1,6,0,3,0,7,6,5,0,4,2,2,9,0,6,6,1,1,0,3,0,6,7,3,0,10,7,5,5,0,9,2,5,7,8,4,10,7,9,3,1,0,2,2,7,7,2,1,1,1,0,4,6,3,4,10,10,9,5,9,0,16/07/15,16/07/15,7/17/15,T,Hamle,11,2007
Somali,Degehabur,Dagahbur Councile,2015,48,November,7,10,1,4,1,10,0,2,3,10,2,10,5,0,10,0,1,3,8,0,6,2,4,6,6,8,6,0,2,2,1,10,0,9,4,4,2,7,10,6,4,7,10,0,6,6,10,0,1,10,2,8,7,2,0,2,4,6,7,9,5,0,3,7,3,9,7,2,1,0,1,5,8,4,3,7,2,5,10,2,3/12/15,3/12/15,12/4/15,T,Hedar,3,2008
Somali,Degehabur,Dagahbur Hospital,2015,24,June,8,1,3,4,8,5,3,7,4,1,10,3,1,9,1,1,3,10,5,10,10,7,9,0,1,0,10,3,9,1,2,10,6,0,8,4,3,2,5,9,10,10,9,2,8,8,3,3,2,5,10,10,7,9,1,8,8,10,9,1,7,9,0,3,1,5,9,6,7,7,2,5,2,0,3,5,10,1,2,2,18/06/15,18/06/15,6/19/15,T,Sene,10,2007
Somali,Degehabur,Dagahbur Hospital,2015,44,October,1,9,6,9,7,1,5,3,10,9,2,5,7,4,8,5,1,2,6,8,6,0,0,9,5,6,0,7,2,10,7,1,1,8,10,4,5,4,3,2,0,5,9,6,8,2,2,6,5,1,1,7,3,8,4,2,4,0,3,7,1,8,10,8,3,10,5,2,10,1,1,10,0,10,3,1,2,8,1,9,5/11/15,5/11/15,11/6/15,T,Teqemt,2,2008
Somali,Degehabur,Dagahbur Rural,2015,21,May,1,6,10,5,4,3,8,2,2,6,6,8,9,7,10,5,2,8,9,0,6,2,7,2,9,10,4,9,0,3,4,6,3,8,1,9,8,7,0,1,4,4,1,9,9,0,10,7,8,5,10,4,6,3,5,5,0,6,2,0,9,1,1,1,1,6,2,4,9,5,9,2,4,3,2,7,4,6,2,6,28/05/15,28/05/15,5/29/15,T,Ginbot,9,2007
Somali,Degehabur,Dagahbur Rural,2015,41,October,9,9,1,3,5,10,6,10,1,8,9,4,9,6,5,2,2,1,8,10,3,0,0,7,10,4,0,0,2,8,5,0,4,2,5,8,6,10,9,6,2,7,10,4,2,2,10,1,4,1,10,0,7,9,1,3,6,5,9,5,8,4,3,1,5,0,8,0,5,7,5,7,4,6,2,8,9,9,10,3,15/10/15,15/10/15,10/16/15,T,Teqemt,2,2008
Somali,Degehabur,Daror,2015,17,April,6,4,10,1,4,10,8,3,7,9,9,10,4,4,7,0,3,10,6,1,9,3,8,4,1,8,7,6,0,8,6,1,10,3,10,10,4,0,0,4,7,1,7,3,6,0,6,4,5,3,10,10,1,2,4,3,6,3,8,7,2,9,3,3,0,3,6,5,3,4,0,0,5,7,1,2,5,8,8,1,30/04/15,30/04/15,5/1/15,T,Miyazia,8,2007
Somali,Degehabur,Daror,2015,39,September,9,8,10,2,9,9,7,5,9,6,3,6,2,5,0,10,2,8,10,3,8,10,3,7,3,6,6,2,10,5,5,2,0,4,2,5,2,6,9,3,9,8,3,3,8,5,0,5,7,4,10,7,4,3,2,0,8,10,2,1,3,2,7,7,2,8,3,3,9,10,8,4,1,7,1,8,5,9,9,7,1/10/15,1/10/15,10/2/15,T,Meskerem,1,2008
Somali,Degehabur,Gashamo,2015,16,April,4,6,3,0,4,10,9,6,9,4,1,3,0,9,8,4,6,7,2,6,7,7,5,9,6,0,1,0,8,3,1,9,6,8,0,2,0,2,3,9,4,9,1,1,3,7,8,4,0,0,8,3,2,2,1,9,6,9,4,9,9,3,0,6,1,1,10,9,7,6,9,4,6,4,2,8,8,6,8,5,24/04/15,24/04/15,4/24/15,T,Miyazia,8,2007
Somali,Degehabur,Gashamo,2015,36,September,7,6,1,4,7,3,10,4,5,5,4,3,5,0,2,0,1,0,8,7,3,8,7,7,4,7,1,0,1,2,8,3,9,2,8,1,6,7,7,3,3,3,7,2,3,1,0,8,1,1,0,2,7,8,2,1,0,3,1,3,3,8,7,2,1,8,5,6,5,2,7,3,2,5,4,3,10,4,6,8,10/9/15,10/9/15,9/11/15,T,Meskerem,1,2008
Somali,Degehabur,Gunagado,2015,12,March,2,10,2,1,10,1,4,10,9,9,1,10,5,4,1,9,9,6,0,6,0,5,5,7,4,9,10,1,0,8,10,8,9,0,5,8,2,4,8,9,0,0,5,6,0,8,5,1,3,8,9,3,1,2,2,3,6,4,6,8,5,2,2,9,7,5,10,2,7,3,3,7,6,6,3,8,8,1,9,10,26/03/15,26/03/15,3/27/15,T,Megabit,7,2007
Somali,Degehabur,Gunagado,2015,33,August,2,10,7,8,2,8,7,0,7,7,5,7,3,10,3,2,2,2,0,10,7,3,10,1,8,9,2,8,7,9,3,0,6,2,8,6,9,0,9,2,0,3,3,4,0,8,5,2,6,6,6,10,1,6,3,3,2,5,5,6,6,2,8,3,2,0,2,10,1,8,9,0,1,6,2,6,8,2,7,5,20/08/15,20/08/15,8/21/15,T,Nehase,12,2007
Somali,Fik,Berano,2015,10,March,6,0,3,0,5,0,0,4,3,5,8,6,9,0,0,5,9,0,3,9,1,7,4,7,4,1,2,0,1,6,5,9,0,0,8,8,9,9,4,1,8,3,2,2,2,9,3,5,7,8,9,1,4,4,10,7,2,10,0,0,6,5,8,6,1,6,2,10,4,5,4,8,1,2,10,8,10,6,5,8,12/3/15,12/3/15,3/13/15,T,Megabit,7,2007
Somali,Fik,Berano,2015,32,August,9,4,7,0,5,3,1,4,5,8,3,5,6,7,10,9,4,5,0,2,7,10,9,10,9,7,6,9,4,10,0,0,2,8,9,0,1,5,6,5,1,6,4,3,5,3,7,3,7,3,6,6,3,6,1,7,1,7,7,10,9,4,5,0,7,3,0,5,1,1,8,4,5,9,1,2,7,2,3,4,13/08/15,13/08/15,8/14/15,T,Nehase,12,2007
Somali,Fik,Berano,2015,52,December,5,8,5,8,4,6,5,6,3,2,7,2,6,0,2,7,2,4,3,6,7,8,7,2,8,0,10,5,6,2,2,6,1,4,4,1,5,4,3,0,2,9,8,6,6,6,6,7,7,6,9,0,9,0,8,2,7,7,5,10,3,5,5,5,3,0,10,0,9,9,10,1,8,2,10,1,7,0,0,3,31/12/15,31/12/15,1/1/16,T,Tahesas,4,2008
Somali,Fik,Fiiq,2015,9,February,5,6,7,6,7,10,6,6,7,0,6,9,2,1,7,6,7,3,1,7,6,3,9,10,2,0,9,0,1,10,6,4,4,0,0,1,4,9,8,4,0,1,7,9,2,0,8,10,4,8,9,6,8,5,10,9,3,6,3,6,9,0,3,8,3,0,6,4,2,4,9,6,2,1,5,2,6,3,0,7,6/3/15,6/3/15,3/6/15,T,Yekatit,6,2007
Somali,Fik,Fiiq,2015,30,July,7,3,5,10,2,6,2,9,2,4,2,3,10,6,1,10,5,3,1,3,10,7,2,4,3,7,5,4,10,8,2,9,8,1,8,4,3,10,0,6,8,5,10,6,8,1,10,0,1,10,0,2,5,4,0,0,8,4,0,4,2,0,0,7,10,6,0,8,6,5,0,1,8,10,1,8,8,3,7,10,30/07/15,30/07/15,7/31/15,T,Hamle,11,2007
Somali,Fik,Fiiq,2015,50,December,7,9,9,7,4,6,0,8,2,9,9,8,0,6,10,5,0,4,8,5,1,7,5,5,4,4,5,4,9,9,8,7,9,4,3,4,7,7,7,0,1,10,8,2,10,10,9,7,9,6,6,2,6,3,3,2,0,9,4,0,2,1,8,10,8,4,6,6,3,10,4,9,6,9,3,6,10,8,7,8,17/12/15,17/12/15,12/18/15,T,Tahesas,4,2008
Somali,Fik,Fik Hospital,2015,27,July,2,3,10,3,3,6,9,4,9,5,7,6,7,4,10,0,0,1,4,7,6,8,9,1,5,3,1,8,6,9,5,5,3,4,4,0,6,2,7,3,5,9,9,8,10,0,5,9,1,6,5,6,9,8,9,3,3,6,2,0,5,4,10,1,8,1,6,10,2,9,3,6,9,2,3,5,10,8,3,3,9/7/15,9/7/15,7/10/15,T,Hamle,11,2007
Somali,Fik,Fik Hospital,2015,47,November,0,1,3,7,2,2,0,5,1,2,5,9,5,10,4,1,5,2,6,10,3,8,9,5,10,9,7,2,2,3,10,4,10,2,3,3,4,9,9,3,1,0,2,1,2,5,1,10,10,8,3,8,8,1,9,1,2,6,0,7,3,5,0,2,5,4,4,8,2,4,10,10,7,2,2,8,8,1,2,6,26/11/15,26/11/15,11/27/15,T,Hedar,3,2008
Somali,Fik,Garbo,2015,28,July,10,2,6,7,6,5,4,8,8,7,3,5,3,8,0,5,1,7,8,0,1,3,10,6,4,9,5,4,10,2,3,7,9,5,9,2,5,8,2,1,3,8,0,10,9,7,1,1,0,8,6,7,9,0,1,6,1,0,10,10,8,6,7,3,3,8,7,5,7,2,8,9,4,7,3,4,9,9,2,9,16/07/15,16/07/15,7/17/15,T,Hamle,11,2007
Somali,Fik,Hamaro,2015,11,March,5,9,4,3,2,9,9,3,1,0,10,3,10,3,9,6,0,10,3,2,4,6,9,10,10,7,1,4,5,7,8,4,7,1,5,5,1,7,1,0,9,0,0,7,4,4,3,4,8,6,10,1,10,7,5,1,3,6,0,8,7,6,4,10,2,9,6,1,9,5,8,5,5,7,6,1,3,2,0,2,19/03/15,19/03/15,3/20/15,T,Megabit,7,2007
Somali,Fik,Hamaro,2015,38,September,1,7,2,5,5,2,2,6,8,10,4,3,0,7,9,1,7,3,4,9,5,10,8,2,6,10,1,5,10,10,9,0,3,8,4,9,6,7,5,1,10,2,10,8,6,0,3,7,2,1,1,5,7,4,3,9,8,10,7,4,10,5,6,10,6,10,1,5,0,0,8,4,5,8,4,7,2,8,0,5,24/09/15,24/09/15,9/25/15,T,Meskerem,1,2008
Somali,Fik,Kubbi,2015,17,April,3,0,0,10,4,5,0,4,7,4,6,0,4,5,10,7,8,2,3,9,0,7,1,3,6,4,10,10,6,5,8,10,0,1,1,4,6,0,4,10,5,10,3,3,7,8,5,8,2,2,5,10,10,2,3,0,0,7,9,1,1,2,10,2,10,4,5,10,4,6,9,10,9,9,2,1,2,7,9,7,30/04/15,30/04/15,5/1/15,T,Miyazia,8,2007
Somali,Fik,Kubbi,2015,43,October,1,2,0,5,3,6,6,9,7,6,4,4,1,10,1,4,6,9,9,8,2,10,1,1,9,0,8,8,6,4,6,8,1,9,10,3,4,8,4,7,3,10,8,10,9,3,9,3,8,7,0,4,6,6,9,3,8,9,4,4,10,7,8,7,6,7,1,2,7,7,1,8,1,5,4,7,10,7,2,2,30/10/15,30/10/15,10/30/15,T,Teqemt,2,2008
Somali,Fik,Mayamuluqo,2015,13,March,9,10,2,8,5,1,2,9,10,10,3,10,4,8,0,8,8,10,6,3,6,6,8,10,2,3,9,4,5,7,1,4,5,9,3,2,9,1,1,9,7,7,5,0,0,8,4,3,10,8,1,1,0,9,9,10,2,5,8,7,7,3,4,10,6,9,8,3,2,5,4,5,7,2,10,1,10,2,9,8,2/4/15,2/4/15,4/3/15,T,Megabit,7,2007
Somali,Fik,Sagag,2015,12,March,4,5,8,4,6,5,9,10,2,2,2,0,9,1,7,7,10,9,0,3,8,6,3,5,5,2,4,0,9,8,1,9,2,0,1,9,8,2,9,1,0,10,8,4,5,5,5,7,0,8,6,8,4,0,3,5,8,8,8,0,1,8,5,0,2,4,10,5,8,8,7,3,8,0,7,10,5,8,7,2,26/03/15,26/03/15,3/27/15,T,Megabit,7,2007
Somali,Fik,Salahad,2015,42,October,1,4,1,7,2,7,4,8,7,7,1,2,7,0,3,5,0,3,8,5,7,4,6,8,4,5,4,7,2,1,10,3,7,4,10,1,7,6,0,5,1,10,10,7,9,0,5,10,4,6,5,1,6,1,2,0,8,2,8,3,2,2,0,6,4,5,7,2,0,3,4,7,9,9,10,5,4,9,5,7,22/10/15,22/10/15,10/23/15,T,Teqemt,2,2008
Somali,Gode,Adadle,2015,29,July,4,3,6,9,10,2,9,2,8,10,8,10,3,5,4,9,5,9,9,8,3,3,6,6,2,4,2,6,4,2,6,5,10,6,5,7,4,3,7,3,0,2,6,5,7,9,6,8,1,2,9,9,5,4,0,9,7,2,5,10,6,3,9,6,3,5,10,2,2,3,9,0,6,9,2,2,5,1,2,8,24/07/15,24/07/15,7/24/15,T,Hamle,11,2007
Somali,Gode,Adadle,2015,49,December,2,9,7,2,2,4,6,0,7,5,9,5,3,5,7,8,3,1,1,1,9,0,5,5,0,5,10,6,9,3,2,7,10,10,3,6,2,3,8,2,3,9,4,2,7,2,9,8,6,7,9,6,10,3,1,3,3,2,6,4,5,2,5,4,1,7,6,8,5,6,5,0,9,4,1,1,10,1,10,10,10/12/15,10/12/15,12/11/15,T,Tahesas,4,2008
Somali,Gode,Danan,2015,25,June,1,7,0,1,4,1,2,9,0,6,3,10,10,4,9,9,9,9,0,2,5,5,9,4,8,0,4,6,7,1,10,7,1,3,8,6,6,2,1,8,0,5,8,0,3,1,6,9,6,8,6,0,10,8,10,5,1,10,6,3,3,4,10,6,3,6,2,4,0,5,8,3,1,0,2,10,0,0,7,1,25/06/15,25/06/15,6/26/15,T,Sene,10,2007
Somali,Gode,Danan,2015,45,November,4,0,0,1,2,10,1,1,5,4,7,8,6,1,9,5,9,5,1,10,8,5,7,2,1,10,2,1,8,3,2,5,4,8,4,8,10,6,5,6,7,0,4,1,0,8,1,10,10,9,8,5,3,3,6,1,9,1,6,10,2,3,3,9,4,1,6,4,3,6,7,4,3,8,10,9,1,8,7,0,12/11/15,12/11/15,11/13/15,T,Hedar,3,2008
Somali,Gode,Ferfer,2015,10,March,2,3,1,9,5,4,4,2,6,7,1,7,2,8,6,8,7,5,8,8,3,3,2,3,6,9,7,3,3,9,6,4,8,6,10,10,7,9,7,3,2,9,9,7,2,9,7,0,5,10,1,2,4,9,5,8,10,6,9,3,9,5,9,0,1,8,7,0,5,3,6,8,7,2,3,6,7,7,8,3,12/3/15,12/3/15,3/13/15,T,Megabit,7,2007
Somali,Gode,Godey Council,2015,15,April,8,8,10,6,4,10,7,7,9,4,8,0,4,9,7,2,7,1,8,5,9,7,4,10,10,0,7,10,9,3,1,9,0,3,0,9,8,10,7,6,8,5,7,3,9,5,0,4,7,9,6,10,6,8,5,1,1,4,5,9,3,6,9,6,5,6,10,4,4,1,1,0,1,10,7,3,3,8,5,8,17/04/15,17/04/15,4/17/15,T,Miyazia,8,2007
Somali,Gode,Godey Council,2015,35,August,10,1,2,5,9,6,9,3,6,4,5,7,4,2,6,7,6,4,9,9,1,8,2,4,8,6,10,1,2,7,8,9,9,10,9,2,7,5,2,3,0,9,9,10,2,9,2,3,1,2,9,1,7,8,7,4,6,4,3,8,9,10,6,10,1,7,5,5,7,1,6,5,1,0,10,5,7,10,6,9,3/9/15,3/9/15,9/4/15,T,Nehase,12,2007
Somali,Gode,Godey Hospital,2015,10,March,8,2,6,0,10,1,6,2,3,4,10,7,4,5,4,7,5,1,8,4,9,0,0,10,7,2,8,2,7,4,9,2,0,7,5,4,10,5,1,3,6,1,6,10,6,0,8,3,8,4,2,4,2,3,9,7,10,1,0,0,3,1,4,5,5,9,10,3,7,7,5,3,0,7,3,10,6,7,5,10,12/3/15,12/3/15,3/13/15,T,Megabit,7,2007
Somali,Gode,Godey Hospital,2015,31,July,8,0,10,0,7,10,5,4,5,5,7,0,7,5,5,6,4,9,0,4,2,6,1,5,7,7,5,2,4,5,2,9,10,3,8,3,3,8,1,4,1,0,5,9,5,6,8,3,2,3,0,3,0,7,1,1,5,10,8,10,7,5,6,10,4,7,0,3,2,2,5,1,10,5,4,1,1,8,8,1,6/8/15,6/8/15,8/7/15,T,Hamle,11,2007
Somali,Gode,Godey Hospital,2015,51,December,4,5,7,3,9,5,0,5,4,5,7,0,10,10,7,4,1,5,2,2,3,5,4,10,1,10,3,3,0,10,4,2,2,5,3,9,2,6,8,3,8,6,6,4,9,9,5,4,6,6,2,1,0,7,2,0,1,1,9,8,9,0,1,9,9,1,3,8,2,10,5,3,0,9,7,1,0,2,10,10,24/12/15,24/12/15,12/25/15,T,Tahesas,4,2008
Somali,Gode,Godey Rural,2015,28,July,1,6,6,0,0,6,6,5,5,1,9,4,8,10,7,9,10,7,10,2,9,6,7,7,4,9,0,8,6,0,7,1,4,1,9,10,1,2,9,10,3,5,1,9,0,5,5,0,9,1,1,3,2,4,5,6,2,1,5,3,10,4,4,6,7,10,10,2,5,10,3,10,7,3,2,6,9,1,2,10,16/07/15,16/07/15,7/17/15,T,Hamle,11,2007
Somali,Gode,Godey Rural,2015,48,November,8,4,9,7,5,7,3,8,9,6,0,0,4,0,9,0,10,1,5,9,4,7,4,9,1,10,7,0,10,8,8,6,5,4,0,4,5,4,5,8,4,1,6,9,8,4,7,3,1,7,3,3,5,8,2,4,8,7,1,2,3,10,3,9,7,6,6,4,8,10,1,4,3,9,3,4,7,0,5,0,3/12/15,3/12/15,12/4/15,T,Hedar,3,2008
Somali,Gode,Imey Bari,2015,30,July,10,0,2,9,6,3,1,6,9,8,5,2,1,2,3,6,8,3,8,4,2,4,7,7,9,1,0,2,0,6,3,0,1,2,2,0,8,0,3,4,0,9,6,0,10,2,3,1,6,4,3,6,6,5,0,2,1,9,6,2,6,6,5,6,6,2,3,0,6,9,2,2,1,8,6,6,6,10,0,2,30/07/15,30/07/15,7/31/15,T,Hamle,11,2007
Somali,Gode,Imey Bari,2015,53,December,3,3,9,8,9,7,2,7,10,2,7,5,0,2,1,10,9,9,9,2,1,6,9,3,0,8,8,3,8,9,1,8,8,10,2,3,0,10,5,10,4,1,4,7,9,9,7,3,3,4,7,4,6,8,9,4,7,10,6,6,5,9,9,9,4,3,4,10,1,4,6,6,10,5,0,7,0,0,9,7,8/1/16,8/1/16,1/8/16,T,Tahesas,4,2008
Somali,Gode,Kalafo,2015,30,July,0,5,6,1,3,9,3,5,9,10,10,5,6,4,0,10,0,7,10,8,2,7,0,7,3,1,3,1,4,6,7,4,9,9,9,3,0,3,0,9,4,4,4,6,4,3,8,4,9,8,5,2,1,4,7,0,10,3,2,9,9,9,3,2,1,3,10,5,5,7,1,0,8,3,10,8,7,2,7,2,30/07/15,30/07/15,7/31/15,T,Hamle,11,2007
Somali,Gode,Kalafo,2015,50,December,9,4,5,3,9,8,0,2,10,4,5,6,5,7,0,5,1,9,7,0,2,2,8,8,10,3,3,7,5,7,7,10,3,10,3,0,2,4,4,9,7,0,5,3,5,6,1,1,8,8,7,7,6,5,3,8,1,6,8,5,8,4,9,0,5,3,7,5,1,8,6,2,5,2,5,9,3,8,7,5,17/12/15,17/12/15,12/18/15,T,Tahesas,4,2008
Somali,Gode,Mustahil,2015,26,June,7,0,5,1,7,8,7,8,4,9,0,4,10,9,0,4,1,10,2,3,3,8,8,10,1,2,7,1,9,5,7,2,7,6,7,5,10,1,1,4,8,5,8,4,1,4,2,1,4,0,8,6,6,5,10,10,6,2,1,10,6,1,7,10,10,6,0,4,10,3,3,2,7,8,7,5,5,6,2,4,2/7/15,2/7/15,7/3/15,T,Sene,10,2007
Somali,Jijiga,Aw-Bare,2015,9,February,2,7,5,4,7,7,2,4,4,4,1,8,0,4,9,6,9,3,6,10,10,1,0,4,7,1,1,8,2,3,4,7,1,6,7,3,3,7,8,4,7,5,6,3,4,10,4,6,1,3,0,8,9,8,1,7,5,6,1,3,6,6,2,1,8,10,7,4,6,0,9,6,3,9,8,5,6,9,1,4,6/3/15,6/3/15,3/6/15,T,Yekatit,6,2007
Somali,Jijiga,Aw-Bare,2015,30,July,8,5,10,7,3,1,2,0,5,4,6,2,8,9,7,2,0,9,0,6,2,5,1,2,2,4,8,9,10,5,10,8,0,8,3,8,5,4,9,2,2,7,1,10,9,0,4,9,1,2,5,6,9,9,9,6,4,8,1,4,0,5,1,5,3,7,1,10,0,7,2,4,8,7,10,9,6,0,1,0,30/07/15,30/07/15,7/31/15,T,Hamle,11,2007
Somali,Jijiga,Aw-Bare,2015,50,December,7,3,10,3,5,9,1,0,3,2,8,5,10,9,7,5,3,5,8,10,3,3,9,3,6,0,0,8,9,7,0,0,5,9,2,2,0,9,9,6,9,10,1,1,4,4,10,1,3,2,7,1,8,4,6,10,6,5,1,5,8,8,4,10,7,4,9,10,8,3,4,8,7,6,4,2,3,2,5,0,17/12/15,17/12/15,12/18/15,T,Tahesas,4,2008
Somali,Jijiga,Babile,2015,29,July,10,4,1,8,0,10,4,7,9,4,4,5,3,4,5,2,9,8,0,8,0,8,1,6,5,10,1,1,10,4,6,6,4,7,6,10,0,7,0,9,3,0,4,1,3,8,3,4,3,8,6,1,7,3,1,10,1,2,9,5,9,1,7,2,4,10,9,9,9,5,6,0,10,7,6,1,10,0,2,2,24/07/15,24/07/15,7/24/15,T,Hamle,11,2007
Somali,Jijiga,Babile,2015,49,December,8,0,2,3,10,7,9,4,8,6,10,4,6,9,9,10,3,9,7,4,9,7,8,8,4,3,9,3,8,8,10,4,4,6,7,2,5,3,1,9,0,7,8,8,1,8,7,5,7,9,9,6,8,3,10,9,7,9,8,9,5,3,7,9,9,0,0,2,0,3,5,7,9,7,6,3,7,5,1,10,10/12/15,10/12/15,12/11/15,T,Tahesas,4,2008
Somali,Jijiga,Gursum,2015,16,April,7,0,4,2,3,2,2,9,6,2,10,3,0,5,3,8,8,6,1,7,3,2,5,0,2,7,6,2,2,8,4,9,9,7,10,1,4,2,9,4,1,1,3,9,10,8,9,4,3,6,10,8,2,5,9,0,3,8,10,10,2,8,2,2,4,4,10,9,1,9,4,6,4,4,1,5,7,9,8,8,24/04/15,24/04/15,4/24/15,T,Miyazia,8,2007
