FacilityName,POINT_X,POINT_Y,Region,District,ActivityHP,ValueID,LabelID,FederalID,SNO,RegionID,ZoneID,DistrictID,LocationID,Month,Year,Value,Level,FACILITYTYPE
Tenta Health Center,11.3208,39.2481,Amhara,Tenta Woreda,,12742624,1195,0,,3,304,30402,304020021,4,2006,8,0,2
Adiremets Health Center,0,0,Tigray,Welkayit Woreda,,51694671,967,0,,1,105,10502,105020021,4,2006,10,0,2
Galdiya Health Center,0,0,Oromiya,Adama Woreda,,18166419,466,0,,4,407,40703,407030027,4,2006,1,0,2
Tane Melka Health Center,0,0,Amhara,Bate Zuria Woreda,,3772629,113,0,,3,310,31007,310070024,4,2006,3,0,2
Qare Dubi Health Center,0,0,Oromiya,Ginde Beret Woreda,Measles doses opened,25003571,1648,0,1.3.10.6(Opened),4,405,40501,405010023,4,2006,8,0,2
Jiga Health Center,10.67133,37.371954,Amhara,Jabi Tehinan Woreda,,12883319,1550,0,,3,307,30709,307090021,4,2006,0,0,2
Adiawala Health Center,0,0,Tigray,Tahitay Adiyabo Woreda,,51574706,1222,0,,1,101,10101,101010021,4,2006,2,0,2
Ewenetu Adane Junior Clinic,,,Amhara,Raya Kobo Woreda,,17140133,1131,0,,3,303,30302,303020035,5,2006,0,0,6
Likiti Health Center,0,0,Oromiya,Qondala Woreda,,18842189,2421,0,,4,401,40109,401090024,5,2006,7,0,2
Laste Gerado Health Post,0,0,Amhara,Gubalafto Woreda,,10548987,382,0,,3,303,30307,3030700310,5,2006,8,0,3
Sire Webaa Health Post,0,0,Oromiya,Fentale Woreda,,35842582,2023,0,,4,407,40701,407010030,5,2006,10,0,3
Wero Health Center,0,0,Amhara,Sayint Woreda,,4168901,121,0,,3,304,30411,304110025,5,2006,9,0,2
Jarsa Health Center,0,0,Amhara,Gubalafto Woreda,,17010631,1592,0,,3,303,30307,303070024,5,2006,7,0,2
Tukul Health Center,0,0,Tigray,Degua Temben Woreda,,48968878,339,0,,1,107,10704,107040024,5,2006,0,0,2
Segno Gebeya Health Center,10.875108,39.641669,Amhara,,,17110182,1197,0,,3,314,0,314000023,5,2006,7,0,2
Bedessa Health Center,8.905179,40.769621,Oromiya,Bedesa Town Woreda,,36202361,99,0,,4,409,40914,409140021,5,2006,9,0,2
Gonderoch Mariam Health Post,0,0,Amhara,Lay Armacho Woreda,,11141862,303,0,,3,301,30108,3010800325,5,2006,9,0,3
Gededo Health Center,6.1590835,38.2096231,Amhara,Tach Gayint Woreda,,16694448,1467,0,,3,302,30206,302060026,5,2006,5,0,2
Weyo Felana Health Center,0,0,Amhara,Bate Zuria Woreda,,4241703,91,0,,3,310,31007,310070025,5,2006,10,0,2
Wayu Health Center,9.233761,37.359622,Oromiya,Jimma Rare Woreda,,18335636,943,0,,4,419,41907,419070021,5,2006,2,0,2
Assech Health Post,0,0,Amhara,Jawi Woreda,Number of Infants whose mothers had protective doses of TT against NNT (PAB),4413297,27,0,1.3.9.1,3,309,30906,3090600310,5,2006,0,0,3
Seladingay Health Center,9.95552,39.62525,Amhara,Mojana Woreda,,17073279,1160,0,,3,305,30511,305110022,5,2006,4,0,2
Huluko Health Center,,,Oromiya,Gedeb Asasa Woreda,,18764726,1341,0,,4,417,41706,417060028,5,2006,8,0,2
Enchet Kab Health Center,0,0,Amhara,Janamora Woreda,,11089116,445,0,,3,301,30103,301030023,5,2006,8,0,2
Merga Jireenya Health Center,0,0,Oromiya,Gida Keremu Woreda,,18917130,1345,0,,4,402,40203,402030023,5,2006,2,0,2
0-3 Health Post,0,0,Amhara,Menz Mama Midir Woreda,OPD visits < 5: new Female,4214235,165,0,1.1.2,3,305,30509,3050900302,5,2006,7,0,3
Kero Health Center,0,0,Oromiya,Dale Wabera Woreda,,18508491,1354,0,,4,418,41803,418030021,5,2006,5,0,2
Adama Health Center,8.546711,39.276763,Oromiya,,,35839778,111,0,,4,415,0,407010022,5,2006,7,0,2
Qusquam Health Post,0,0,Amhara,Farta Woreda,,11109164,312,0,,3,302,30204,3020400342,5,2006,3,0,3
Azezo Health Center,12.55475,37.42564,Amhara,,,16855394,1557,0,,3,313,0,313000022,5,2006,4,0,2
Arbit Health Center,0,0,Amhara,Dehana Woreda,,11235376,577,0,,3,308,30803,308030023,5,2006,8,0,2
Inemay Boli Health Center,0,0,Oromiya,Boji Dermeji Woreda,,18892306,1095,0,,4,401,40106,401060022,5,2006,10,0,2
Zelesa Health Post,0,0,Amhara,Dangla Town Woreda,,4401964,17,0,,3,309,30908,3090800303,5,2006,0,0,3
Koladiba Health Center,12.422334,37.321775,Amhara,Dembia Woreda,,17231463,1418,0,,3,301,30111,301110021,5,2006,4,0,2
Edagaberhe Health Center,0,0,Tigray,Tahitay Maychew Woreda,,48722079,891,0,,1,102,10206,102060022,5,2006,2,0,2
Aweday Health Center,0,0,Oromiya,Aweday Town Woreda,,18627830,931,0,,4,410,41020,410200021,5,2006,0,0,2
Goborraa Health Post,0,0,Oromiya,Darimu Woreda,OPD visits < 5: repeat Female,35324260,167,0,1.1.4,4,403,40301,4030100312,5,2006,0,0,3
Bernesh Clinic,,,Amhara,Finote Selam Town Woreda,,4072546,183,0,,3,307,30714,307140016,5,2006,4,0,6
Gobsoo Health Center,0,0,Oromiya,Dillo Woreda,,18814742,1212,0,,4,412,41218,412180022,5,2006,5,0,2
Kasad Gaba Health Center,0,0,Tigray,Asegede Tsimbila Woreda,,48639350,943,0,,1,101,10105,101050022,5,2006,10,0,2
Sekela Health Center,0,0,Amhara,Dega Damot Woreda,,16756705,1627,0,,3,307,30707,307070023,5,2006,0,0,2
Guto Health Center,0,0,Oromiya,Bako Tibe Woreda,,18502305,1391,0,,4,405,40506,405060024,5,2006,0,0,2
Ajebara Health Center,11.244507,39.2454,Amhara,Tenta Woreda,,11088561,833,0,,3,304,30402,304020022,5,2006,1,0,2
Lalistu Hangar Health Post,0,0,Oromiya,Gida Ayana Woreda,,35310514,183,0,,4,402,40219,4021900312,5,2006,8,0,3
Kulubi Gebreal Clinic,,,Oromiya,Mulo Woreda,,18719860,945,0,,4,423,42308,423080023,5,2006,10,0,6
Jiru Gemechu Health Post,0,0,Oromiya,Girawa Woreda,,36367688,3002,0,,4,410,41016,4101600303,6,2006,3,0,3
Yekebabat Health Center,0,0,Amhara,Debay Tilatgin Woreda,,30854126,848,0,,3,306,30607,306070025,6,2006,1,0,2
K_Amba Health Post,0,0,Amhara,Tenta Woreda,OPD visits > = 15: new Female,21834983,173,0,1.1.10,3,304,30402,3040200304,6,2006,6,0,3
Gogos Health Center,11.122134,39.03568,Amhara,Mekdela Woreda,,31949141,1590,0,,3,304,30401,304010026,6,2006,4,0,2
Hammeeytii mataa daymaa Health Post,0,0,Oromiya,Mieso Woreda,OPD visits > = 15: new Male,36098580,172,0,1.1.9,4,409,40901,4090100309,6,2006,2,0,3
Adisge Health Post,0,0,Amhara,Meket Woreda,Arthemisin / Lumphantrine,21909769,142,0, ,3,303,30304,3030400309,6,2006,8,0,3
Sekota Health Center,12.622071,39.044374,Amhara,Sekota Town Woreda,,21693305,86,0,,3,308,30807,308070021,6,2006,7,0,2
Jandab Health Center,0,0,Amhara,Mirab Belesa Woreda,,31811736,1118,0,,3,301,30116,301160024,6,2006,2,0,2
Xaliila Health Post,0,0,Oromiya,Anchar Woreda,OPD visits < 5: repeat Male,36143800,166,0,1.1.3,4,409,40906,4090600311,6,2006,1,0,3
Addis Zemen Health Center,12.122023,37.774897,Amhara,Libokemkem Woreda,,31692027,1407,0,,3,302,30202,302020021,6,2006,1,0,2
Chembe Health Post,0,0,Oromiya,Adola Rural Woreda,Measles doses opened,36716682,1648,0,1.3.10.6(Opened),4,414,41417,4141700300,6,2006,4,0,3
Faju Health Center,0,0,Amhara,Jama Woreda,,31771077,1599,0,,3,304,30414,304140022,6,2006,5,0,2
Dire Clinic,,,Oromiya,Gololcha Woreda,Number of Infants whose mothers had protective doses of TT against NNT (PAB),36398476,27,0,1.3.9.1,4,411,41105,411050031,6,2006,5,0,6
Zobel Health Center,0,0,Amhara,Raya Kobo Woreda,,31121813,492,0,,3,303,30302,303020026,6,2006,5,0,2
Keramenjut Health Center,0,0,Amhara,Mida Woremo Woreda,,30646882,618,0,,3,305,30501,305010025,6,2006,6,0,2
Mekel Health Center,,,Amhara,Meket Woreda,,31819905,968,0,,3,303,30304,303040031,6,2006,7,0,2
Guruwre Health Post,0,0,Tigray,Tanqua Abergele Woreda,,40161983,309,0,,1,102,10210,1021000305,6,2006,10,0,3
Wofiargif Health Center,0,0,Amhara,Dera Woreda,,30423791,700,0,,3,302,30209,302090026,6,2006,7,0,2
Adishumbruh Health Center,0,0,Tigray,Mereb Leha Woreda,,40081670,691,0,,1,102,10201,102010024,6,2006,5,0,2
Kurba Tena Health Center,11.455837,38.902856,Amhara,Dawnt Woreda,,31720412,1110,0,,3,303,30311,303110021,6,2006,8,0,2
Ambaro Health Center,7.9648,39.1314,Oromiya,Chinaksen Woreda,,36355063,136,0,,4,410,41015,410150026,6,2006,1,0,2
Zegie Health Center,11.6934,37.3181,Amhara,,,31778102,1257,0,,3,311,0,311000025,6,2006,6,0,2
Inna gotam Anki Health Post,0,0,Oromiya,Debre Libanos Woreda,Repeat acceptors by age,35796486,4,0,1.1.1.1.2,4,406,40607,4060700307,6,2006,1,0,3
Biraro Medium Clinic,,,Amhara,Kombolcha Town Woreda,,30670075,802,0,,3,304,30417,304170047,6,2006,1,0,6
Babile Health Center,9.222774,42.337637,Oromiya,Babile Woreda,New acceptors by age,36247267,3,0,1.1.1.1.1,4,410,41004,410040022,6,2006,1,0,2
Temamanj Health Post,0,0,Amhara,Machakel Woreda,,30716080,348,0,,3,306,30609,3060900317,6,2006,10,0,3
Sholekit Health Post,0,0,Amhara,Misrak Este Woreda,Number of children received all vaccine doses before 1st birthday,21906178,26,0,1.3.8.1,3,302,30208,3020800315,6,2006,9,0,3
Bermil Terara Health Center,0,0,Amhara,Quara Woreda,,31886097,1203,0,,3,301,30114,301140024,6,2006,6,0,2
Digotsion Health Center,10.841111,37.737312,Amhara,Bibugn Woreda,,31684425,1452,0,,3,306,30601,306010021,6,2006,10,0,2
Weybega Health Center,0,0,Amhara,Quarit Woreda,,30625321,633,0,,3,307,30706,307060024,6,2006,3,0,2
Abiadi Hospital,13.622522,38.98851,Tigray,,,38845077,110,0,,1,0,0,10009,6,2006,2,0,1
Dara Health Center,0,0,Amhara,Dabat Woreda,,31124342,578,0,,3,301,30105,301050022,6,2006,3,0,2
Tsiska Health Center,0,0,Amhara,Ziquala Woreda,,31263368,160,0,,3,308,30801,308010023,7,2006,1,0,2
Nefas Mewucha Health Center,11.747318,38.460699,Amhara,Lay Gayint Woreda,,37834510,1592,0,,3,302,30205,302050021,7,2006,5,0,2
Abiadi Hospital,13.622522,38.98851,Tigray,,,49459261,925,0,,1,0,0,10009,7,2006,4,0,1
May Daero Health Center,0,0,Tigray,Adwa Woreda,,39934957,766,0,,1,102,10204,102040024,7,2006,2,0,2
Selamge Health Center,9.0543423,38.7293816,Amhara,Sekota Woreda,,38281687,1561,0,,3,308,30802,308020027,7,2006,6,0,2
Shumsheha Health Post,0,0,Amhara,Lasta Woreda,,37443906,396,0,,3,303,30310,3031000323,7,2006,1,0,3
Family Guidance Association,,,Amhara,Kemise Town Woreda,,38361215,994,0,,3,310,31006,310060029,7,2006,6,0,4
D.r Abdu Higher Op/clinic,,,Amhara,,,38395696,1248,0,,3,311,0,311000044,7,2006,4,0,6
Maichew Health Center,0,0,Tigray,Maychew Town Woreda,,39957875,636,0,,1,104,10409,104090021,7,2006,10,0,2
Weshe Hager Health Post,0,0,Amhara,Were Ilu Woreda,,37580103,543,0,,3,304,30415,3041500306,7,2006,9,0,3
Ras Desta Hospital,9.04,38.74,Addis Ababa,,,39800321,1199,0,,14,0,0,141070011,7,2006,1,0,1
Masala Health Post,0,0,Oromiya,Hawa Gelan Woreda,,36851208,1866,0,,4,418,41801,4180100314,7,2006,4,0,3
Yismal Jankit Health Post,0,0,Amhara,Semen Achefer Woreda,,31262035,1863,0,,3,307,30701,3070100328,7,2006,6,0,3
Bahir Dar Health Center,11.59115,37.377059,Amhara,,,38370784,1186,0,,3,311,0,311000021,7,2006,6,0,2
Wegeda Health Center,11.39792,38.239051,Amhara,Simada Woreda,OPD visits < 5: repeat Female,31331951,167,0,1.1.4,3,302,30207,302070021,7,2006,8,0,2
Dangla Medium Clinic,,,Amhara,Dangla Town Woreda,,38329382,1409,0,,3,309,30908,309080023,7,2006,9,0,6
Alamdirom Health Post,0,0,Oromiya,Kurfa Chele Woreda,Number of children aged 6-59 months supplemented with vitamin-A,36274701,1836,0,2.5.1,4,410,41007,4100700314,7,2006,8,0,3
denbolla Health Post,0,0,Amhara,Semen Achefer Woreda,,37451948,837,0,,3,307,30701,3070100301,7,2006,2,0,3
Senaele Health Center,0,0,Tigray,Hintalo Wajirat Woreda,,49353830,985,0,,1,107,10703,107030027,7,2006,3,0,2
Gachemuam Health Center,0,0,Amhara,Enemay Woreda,,37515040,349,0,,3,306,30606,306060025,7,2006,1,0,2
Lense Clinic,0,0,Oromiya,Zeway Batu Town Woreda,,35943173,111,0,,4,407,40713,407130033,7,2006,7,0,6
Quana Health Center,0,0,Amhara,Wadla Woreda,,37610225,382,0,,3,303,30305,303050025,7,2006,1,0,2
Amaye Mecha Health Post,0,0,Amhara,Gubalafto Woreda,,31247367,1855,0,,3,303,30307,3030700314,7,2006,0,0,3
Felakit Health Center,11.775502,38.743524,Amhara,Meket Woreda,,37890608,1275,0,,3,303,30304,303040021,7,2006,3,0,2
Debrebirhan Universty Midium Clinic,,,Amhara,Debrebrehan Town Woreda,,38171145,1180,0,,3,305,30520,305200031,7,2006,5,0,4
Ali Dooro Health Center,9.5539,38.8753,Oromiya,Degem Woreda,Rota doses opened,35783982,3009,0,1.3.10.4(Opened),4,406,40605,406050023,7,2006,9,0,2
Haik Health Center,11.305854,39.674368,Amhara,Tehuledere Woreda,,31528870,101,0,,3,304,30405,304050021,7,2006,1,0,2
Arbgebeya Health Center,11.6154,38.536219,Amhara,Tach Gayint Woreda,,37835836,925,0,,3,302,30206,302060021,7,2006,8,0,2
BULE NILE M/CLINIC,,,Amhara,,,31248207,88,0,,3,311,0,311000045,7,2006,1,0,6
Wefit Health Center,0,0,Amhara,Enarj Enawga Woreda,,37334957,454,0,,3,306,30605,306050027,7,2006,3,0,2
Oggee Health Post,,,Oromiya,Hurumu Woreda,Number of children under one year of age who have received first  dose of pentavalent vaccine,35413922,23,0,1.3.1.1,4,403,40316,403160030,7,2006,0,0,3
males Health Post,0,0,Amhara,Dega Damot Woreda,,37295620,281,0,,3,307,30707,3070700318,7,2006,1,0,3
Deromamey Health Center,0,0,Amhara,Dabat Woreda,,44384356,839,0,,3,301,30105,301050023,8,2006,7,0,2
Melaku Primary Clinic,,,Amhara,Mekdela Woreda,,45452959,1516,0,,3,304,30401,304010031,8,2006,9,0,6
Haroji Hobo Health Center,0,0,Oromiya,Dale Wabera Woreda,,57050551,622,0,,4,418,41803,418030023,8,2006,0,0,2
Bili Health Post,0,0,Oromiya,Ilu Woreda,,56906695,304,0,,4,413,41305,4130500303,8,2006,1,0,3
Obi Health Center,0,0,Oromiya,Woliso Rural Woreda,,47574191,1658,0,,4,413,41303,413030023,8,2006,1,0,2
Obora Health Center,0,0,Oromiya,Amuru Woreda,,57100258,700,0,,4,419,41909,419090021,8,2006,4,0,2
Metu Karl Hospital,8.29256,35.574687,Oromiya,,,56230775,525,0,,4,403,0,403200011,8,2006,10,0,1
Dehawedeh Health Post,0,0,Amhara,Gubalafto Woreda,,44616574,352,0,,3,303,30307,3030700311,8,2006,5,0,3
Ukkaaroo Health Post,0,0,Oromiya,Bilo Nopha Woreda,OPD visits 5-14: new Male,47177366,168,0,1.1.5,4,403,40315,4031500307,8,2006,9,0,3
Gumero Tea Plantation Clinic,,,Oromiya,Ale Woreda,,56210660,533,0,,4,403,40311,403110034,8,2006,10,0,4
Heret Health Post,0,0,Amhara,Wenberma Woreda,,44301044,1862,0,,3,307,30711,3071100302,8,2006,2,0,3
Gaara diimaa Health Post,0,0,Oromiya,Hawi Gudina Woreda,Number of children under one year of age who have received 2nd  dose of Rotavirus  vaccine,47448601,3005,0,1.3.6.1,4,409,40916,4091600320,8,2006,0,0,3
Feji Gol Health Center,0,0,Oromiya,Shashemene Zuria Woreda,,55894417,1201,0,,4,417,41712,417120022,8,2006,3,0,2
Mereta Health Center,0,0,Tigray,Gulo Meheda Woreda,,57954148,1541,0,,1,103,10301,103010026,8,2006,6,0,2
Fetegem Health Center,0,0,Amhara,Jabi Tehinan Woreda,,45033975,449,0,,3,307,30709,307090031,8,2006,0,0,2
Seru Health Center,7.676054,40.189624,Oromiya,Seru Woreda,,55558223,1396,0,,4,408,40811,408110021,8,2006,1,0,2
Chancho Health Center,8.255334,40.12527,Oromiya,Gololcha Woreda,,56555720,710,0,,4,408,40803,408030021,8,2006,8,0,2
Mesno Amba,,,Amhara,Delanta Woreda,,44786218,842,0,,3,304,30422,304220029,8,2006,2,0,3
Hule Arba Health Center,0,0,Oromiya,Zeway Dugda Woreda,Number of children under one year of age who have received 2nd  dose of Rotavirus  vaccine,47368599,3005,0,1.3.6.1,4,408,40806,408060025,8,2006,1,0,2
Qare Taa Health Center,0,0,Oromiya,Kuyu Woreda,,56427900,674,0,,4,406,40604,406040024,8,2006,5,0,2
Kola Delenga Health Post,0,0,Amhara,Wadla Woreda,,44608381,398,0,,3,303,30305,3030500305,8,2006,6,0,3
Hatura Health Center,0,0,Oromiya,Boke Woreda,,55618208,1603,0,,4,409,40910,409100024,8,2006,0,0,2
Addet Health Center,11.2602,37.492,Amhara,Yilmana Densa Woreda,,45688153,965,0,,3,307,30703,307030021,8,2006,10,0,2
Samene Health Center,0,0,Amhara,Albuko Woreda,,44702013,473,0,,3,304,30408,304080022,8,2006,0,0,2
Yeboqila Health Center,0,0,Amhara,Gozamin Woreda,,45668452,1107,0,,3,306,30610,306100025,8,2006,4,0,2
AMBO HIGHER CLINIC,,,Oromiya,Ambo Town Woreda,,56393531,323,0,,4,405,40515,405150025,8,2006,1,0,6
Akabisat Health Post,0,0,Tigray,Tahitay Maychew Woreda,,58093180,341,0,,1,102,10206,1020600315,8,2006,6,0,3
Tiro Shashema Health Post,0,0,Oromiya,Sekoru Woreda,Rota doses given (all ages),47202203,3008,0,1.3.10.4(Given),4,404,40403,4040300322,8,2006,5,0,3
Gefo Degeja Health Center,0,0,Oromiya,Chora Woreda,,55331065,1120,0,,4,403,40303,403030025,8,2006,9,0,2
Kahsay Abera Hospital,14.275812,36.609193,Tigray,,,57841234,1560,0,,1,0,0,10008,8,2006,9,0,1
Ayata Health Center,0,0,Amhara,Dese Zuriya Woreda,,44706728,590,0,,3,304,30409,304090023,8,2006,5,0,2
Bulchana Huluko Health Post,0,0,Oromiya,Qore Woreda,Oral Rehydration Salt,47641120,141,0, ,4,417,41705,4170500319,8,2006,9,0,3
Jarmat Health Center,0,0,Oromiya,Jardga Jarte Woreda,,55977525,1103,0,,4,419,41908,419080022,8,2006,0,0,2
Selamaya Health Post,0,0,Amhara,Ebinat Woreda,,44489650,397,0,,3,302,30201,3020100325,8,2006,7,0,3
Kutaber Health Center,11.273742,39.541482,Amhara,Kutaber Woreda,,45456334,1196,0,,3,304,30403,304030021,8,2006,3,0,2
Haqaa Health Post,,,Oromiya,Haromaya Woreda,,56692793,402,0,,4,410,41006,410060028,8,2006,0,0,3
Eleni Medium Clinic,,,Amhara,Mekdela Woreda,,44651552,373,0,,3,304,30401,304010028,8,2006,10,0,6
Kidist Mariam Medium Clinic,,,Amhara,Dangla Town Woreda,,45783049,1553,0,,3,309,30908,309080022,8,2006,0,0,6
Decha Gibe Health Post,0,0,Oromiya,Tiro Afeta Woreda,,56273640,396,0,,4,404,40404,4040400316,8,2006,5,0,3
Sendega Health Post,0,0,Amhara,Fogera Woreda,,44506609,299,0,,3,302,30203,3020300337,8,2006,3,0,3
Boru Meda Hospital,11.220895,39.610351,Amhara,,,45890281,1412,0,,3,314,0,314000029,8,2006,3,0,1
Bicho Health Center,0,0,Oromiya,Jeldu Woreda,,55411090,978,0,,4,405,40502,405020026,8,2006,10,0,2
Hawzane Health Center,0,0,Tigray,Hawzen Woreda,,57950692,1473,0,,1,103,10305,103050021,8,2006,0,0,2
G_Serofta Health Post,0,0,Oromiya,Dodola Rural Woreda,,47658609,17,0,,4,417,41713,4171300316,8,2006,8,0,3
Hinde Health Center,0,0,Oromiya,Ebantu Woreda,,55250776,1314,0,,4,402,40202,402020021,8,2006,7,0,2
Anfale Koola Health Center,6.167,39.7511,Oromiya,Dama Woreda,,55834827,1421,0,,4,414,41415,414150021,8,2006,4,0,2
Shumsheha Health Center,0,0,Amhara,Lasta Woreda,,44632968,278,0,,3,303,30310,303100026,8,2006,9,0,2
Injibara Health Center,10.956024,36.922862,Amhara,Injibara Town Woreda,,45784828,999,0,,3,309,30909,309090021,8,2006,5,0,2
Meda Walabu Higher Clinic,,,Oromiya,Dodola Woreda,,55905890,1204,0,,4,417,41707,41720,8,2006,0,0,6
Balchi Health Center,8.912408,39.367581,Amhara,Minjar Woreda,,44214149,2503,0,,3,305,30518,305180021,8,2006,10,0,2
Degoma Health Center,0,0,Amhara,Gondar Zuriya Woreda,,45249300,1562,0,,3,301,30110,301100021,8,2006,6,0,2
Chamo Health Center,0,0,Oromiya,Dale Sedi Woreda,,57065486,343,0,,4,418,41808,418080024,8,2006,3,0,2
Hawelti Health Center,0,0,Tigray,Raya Azebo Woreda,,58060605,316,0,,1,104,10406,104060026,8,2006,6,0,2
Nefas Mewucha Health Center,11.747318,38.460699,Amhara,Lay Gayint Woreda,,59754601,493,0,,3,302,30205,302050021,9,2006,0,0,2
Tikule Health Center,0,0,Tigray,Medebay Zana Woreda,,58242807,105,0,,1,101,10103,101030021,9,2006,9,0,2
G_mariam 01 Health Post,0,0,Amhara,Quarit Woreda,,58662071,184,0,,3,307,30706,3070600301,9,2006,5,0,3
Weleka health center,0,0,Amhara,,,61137436,1276,0,,3,313,0,313000024,9,2006,3,0,2
Adisealem,,,Amhara,Guagusa Shikuda Woreda,,60387007,317,0,,3,309,30907,309070025,9,2006,5,0,6
ALEMSAGA H.CLINIC,,,Amhara,,,61116633,1333,0,,3,311,0,311000038,9,2006,9,0,6
Warkaye Health Post,0,0,Amhara,Meket Woreda,,59833899,319,0,,3,303,30304,3030400300,9,2006,2,0,3
Beati Akhor Health Center,0,0,Tigray,Klite Awlalo Woreda,Total length of stay (in days),58233958,178,0,3.1,1,103,10306,103060022,9,2006,8,0,2
Shenbekoch Health Center,0,0,Amhara,Misrak Este Woreda,,59779818,821,0,,3,302,30208,302080021,9,2006,2,0,2
Jamo Barbada Health Post,0,0,Oromiya,Were Jarso Woreda,,64911993,20,0,,4,406,40601,4060100302,9,2006,0,0,3
Duse Health Center,0,0,Oromiya,Meta Woreda,Total number of live births weighed,65088996,18,0,2.1.2,4,410,41009,410090023,9,2006,7,0,2
Buso Health Center,0,0,Amhara,Legambo Woreda,,59954308,418,0,,3,304,30410,304100030,9,2006,7,0,2
Umata Megrasa Health Post,,,Oromiya,Ebantu Woreda,Repeat acceptors by age,64735622,4,0,1.1.1.1.2,4,402,40202,402020023,9,2006,3,0,3
Meneguzer Health Post,0,0,Amhara,Fogera Woreda,,59742275,285,0,,3,302,30203,3020300335,9,2006,4,0,3
Dezgi Health Center,0,0,Amhara,Takusa Woreda,,60549006,1394,0,,3,301,30121,301210024,9,2006,8,0,2
Siltana Health Center,0,0,Oromiya,Enkelo Wabe Woreda,Medroxyprogesterone (depo) Injection,65024671,147,0, ,4,408,40824,408240021,9,2006,7,0,2
Gindewine Health Center,10.926572,38.090015,Amhara,Goncha Siso Enese Woreda,,60137739,354,0,,3,306,30603,306030021,9,2006,9,0,2
Negash Health Center,0,0,Tigray,Klite Awlalo Woreda,,57388091,573,0,,1,103,10306,103060023,9,2006,10,0,2
Gerado Health Center,0,0,Amhara,,Mebendazole Tablets,58746700,143,0, ,3,314,0,314000024,9,2006,2,0,2
Somboo Health Center,0,0,Oromiya,Yayo Woreda,Tetracycline Eye Ointment,64782659,144,0, ,4,403,40309,403090022,9,2006,8,0,2
Hidar 11 Health Center,0,0,Amhara,Debretabor Town Woreda,,59801981,434,0,,3,302,30210,302100023,9,2006,6,0,2
Shela Health Center,0,0,Oromiya,Shala Woreda,,65237847,111,0,,4,417,41702,417020022,9,2006,0,0,2
Ziguara Health Center,0,0,Amhara,Misrak Este Woreda,,59786075,530,0,,3,302,30208,302080031,9,2006,2,0,2
Jidu Kea Health Post,0,0,Oromiya,Dawo Woreda,,65192123,1866,0,,4,413,41304,4130400314,9,2006,4,0,3
Angot Health Center,0,0,Amhara,Goncha Siso Enese Woreda,,60138811,361,0,,3,306,30603,306030023,9,2006,10,0,2
Arae Health Center,0,0,Tigray,Erop Woreda,,57628650,2423,0,,1,103,10302,103020022,9,2006,3,0,2
Taba Cluster Health Center,0,0,Amhara,Gazgibla Woreda,,60998907,1578,0,,3,308,30804,308040022,9,2006,5,0,2
Dinkara Health Center,10.972102,36.759441,Amhara,Banja Shekudad Woreda,,61015514,1272,0,,3,309,30902,309020022,9,2006,2,0,2
Agoma Health Post,0,0,Amhara,Mida Woremo Woreda,,60031683,287,0,,3,305,30501,3050100301,9,2006,10,0,3
Hadealga Health Center,0,0,Tigray,Raya Azebo Woreda,,57295766,780,0,,1,104,10406,104060028,9,2006,7,0,2
Gelawdios Health Post,0,0,Amhara,Dera Woreda,,59797694,544,0,,3,302,30209,3020900312,9,2006,2,0,3
Yeha Health Center,0,0,Tigray,Adwa Woreda,,57310129,729,0,,1,102,10204,102040021,9,2006,6,0,2
Zemero Health Center,10.219963,39.465049,Amhara,Menz Keya Gebreal Woreda,,67766193,1257,0,,3,305,30521,305210021,10,2006,1,0,2
Boke Kada Health Post,0,0,Oromiya,Guliso Woreda,,69303092,846,0,,4,401,40107,4010700306,10,2006,8,0,3
Bared Health Center,8.825243,40.782036,Oromiya,Dawe Serer Woreda,,70748252,993,0,,4,411,41123,411230021,10,2006,3,0,2
Qualissa Health Center,0,0,Amhara,Ebinat Woreda,,67429891,1459,0,,3,302,30201,302010023,10,2006,10,0,2
A_Kallo Health Post,0,0,Oromiya,Raytu Woreda,,69069159,176,0,,4,411,41117,4111700304,10,2006,9,0,3
Bariso Health Center,0,0,Oromiya,Haro Limu Woreda,,70378899,1281,0,,4,402,40220,402200023,10,2006,2,0,2
Merawi Health Center,11.420181,37.154246,Amhara,Mecha Woreda,,66396274,284,0,,3,307,30704,307040021,10,2006,8,0,2
Tsion Cilinic,7.923166,38.717395,Oromiya,Zeway Batu Town Woreda,,68941511,77,0,,4,407,40713,407130031,10,2006,10,0,6
Beso Health Center,0,0,Oromiya,Sekoru Woreda,,70450648,1114,0,,4,404,40403,404030022,10,2006,0,0,2
Workamlia Health Post,0,0,Amhara,,,66581998,355,0,,3,311,0,31100305,10,2006,4,0,3
K_dhibu Health Post,0,0,Oromiya,Aseko Woreda,Repeat acceptors by age,68947527,4,0,1.1.1.1.2,4,408,40802,4080200316,10,2006,0,0,3
Nole Kaba Health Center,8.839581,35.792793,Oromiya,Nole Kaba Woreda,,70286206,1381,0,,4,401,40115,401150021,10,2006,6,0,2
Kurkur Health Post,0,0,Amhara,Wadla Woreda,Rota doses opened,65460819,3009,0,1.3.10.4(Opened),3,303,30305,3030500329,10,2006,9,0,3
Debresina Health Center,9.841827,39.757531,Amhara,Tarma Ber Woreda,,67717518,1140,0,,3,305,30510,305100021,10,2006,4,0,2
Bila 01 Health Post,0,0,Oromiya,Boji Dermeji Woreda,,69298895,846,0,,4,401,40106,4010600310,10,2006,8,0,3
