District Name, Date, FacilityName (HMIS), POINT_X (HMIS), POINT_Y (HMIS), Region (HMIS), District (HMIS), ActivityHP (HMIS), ValueID (HMIS), LabelID (HMIS), FederalID (HMIS), SNO (HMIS), RegionID (HMIS), ZoneID (HMIS), DistrictID (HMIS), LocationID (HMIS), Month (HMIS), Year (HMIS), Value (HMIS), Level (HMIS), FACILITYTYPE (HMIS), RegionName (PHEM), ZoneName (PHEM), DistrictName (PHEM), Year (PHEM), Epidemic_Week (PHEM), Month (PHEM), Total Malaria Confirmed and Clinical (PHEM), TMalaria_OutP_Cases (PHEM), TMalaria_InP_Cases (PHEM), TMalaria_InP_Deaths (PHEM), TMSuspected Fever Examined (PHEM), PosMalaria_RDT_or_Microscopy_PF_OutP_Cases (PHEM), PosMalaria_RDT_or_Microscopy_PV_OutP_Cases (PHEM), Meningits total Cases (PHEM), Meningitis_OutP_Cases (PHEM), Meningitis_InP_Cases (PHEM), Meningitis_InP_Deaths (PHEM), Dysentery_total Cases (PHEM), Dysentery_OutP_Cases (PHEM), Dysentery_InP_Cases (PHEM), Dysentery_InP_Deaths (PHEM), Typhoid fever Total cases (PHEM), Typhoid fever_OutP_Cases (PHEM), Typhoid fever_InP_Cases (PHEM), Typhoid fever_InP_Deaths (PHEM), Relapsing fever_total Cases (PHEM), Relapsing fever_OutP_Cases (PHEM), Relapsing fever_InP_Cases (PHEM), Relapsing fever_InP_Deaths (PHEM), Epidemic Typhus Total Cases (PHEM), Epidemic Typhus_OutP_Cases (PHEM), Epidemic Typhus_InP_Cases (PHEM), Epidemic Typhus_InP_Deaths (PHEM), Malnutrition_total Cases (PHEM), Malnutrition_OutP_Cases (PHEM), Malnutrition_InP_Cases (PHEM), Malnutrition_InP_Deaths (PHEM), AFP/Polio_Cases (PHEM), AFP/Polio_Deaths (PHEM), Anthrax_Cases (PHEM), Anthrax_Deaths (PHEM), Avian_Human_Influenza_Cases (PHEM), Avian_Human_Influenza_Deaths (PHEM), Cholera/AWD_Cases (PHEM), Cholera/AWD_Deaths (PHEM), Dracunculiasis/Guinea worm_Cases (PHEM), Dracunculiasis/Guinea worm_Deaths (PHEM), Measles_Cases (PHEM), Measles_Deaths (PHEM), Neonatal Tetanus_Cases (PHEM), Neonatal Tetanus_Deaths (PHEM), Pandemic Influenza_Cases (PHEM), Pandemic Influenza_Deaths (PHEM), Rabies_Cases (PHEM), Rabies_Deaths (PHEM), SARS_Cases (PHEM), SARS_Deaths (PHEM), Small pox_Cases (PHEM), Small pox_Deaths (PHEM), Viral hemorrhagic fever_Cases (PHEM), Viral hemorrhagic fever_Deaths (PHEM), Yellow fever_Cases (PHEM), Yellow fever_Deaths (PHEM), Maternal_Death (PHEM), Other 1_Name (PHEM), Other 1_Cases (PHEM), Other 1_Deaths (PHEM), Other 2_Name (PHEM), Other 2_Cases (PHEM), Other 2_Deaths (PHEM), Other 3_Name (PHEM), Other 3_Cases (PHEM), Other 3_Deaths (PHEM), No-of-Gov_HPs-expected-by-RHB (PHEM), No-of-Gov_HCs-expected-by-RHB (PHEM), No-of-Gov_Hosps-expected-by-RHB (PHEM), No-of-NGOHF-expected-by-RHB (PHEM), No-of-OtherHFs-expected-by-RHB (PHEM), No-of-Gov_HPs-Reported (PHEM), No-of-Gov_HCs-Reported (PHEM), No-of-Gov_Hosps-Reported (PHEM), No-of-NGOHFs-Reported (PHEM), No-of-OthersHF-Reported (PHEM), All-Total-sites-Reported (PHEM), All-Total-sites-Expected-by-RHB (PHEM), Total-Gov-sites-Reported (PHEM), Date_Sent (PHEM), Date_Received (PHEM), Date_WeekExpected (PHEM), Timeliness (PHEM), EthiopianMonth (PHEM), EthMonNum (PHEM), EthYear (PHEM)
Tehuldere, 2007-12, SELMAN PRIMARY CLINIC, , , Amhara, Tehuldere, , 457880643, 332, 0, , 3, 304, 30405, 304050038, 12, 2007, 3, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tehuldere, 2007-9, Mesal Health Post, 0, 0, Amhara, Tehuldere, OPD visits >= 15: repeat Female, 388384547, 175, 0, 1.1.12, 3, 304, 30405, 3040500308, 9, 2007, 10, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tehuldere, 2008-3, LOGOHAIK MEDIUM CLINIC, , , Amhara, Tehuldere, , 509233626, 936, 0, , 3, 304, 30405, 304050032, 3, 2008, 6, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tehuledere, 2007-9, , , , , , , , , , , , , , , , , , , , Amhara, South Wollo, Tehuledere, 2015, 19, May, 3, 3, 2, 1, 2, 0, 10, 0, 4, 2, 7, 6, 6, 2, 5, 2, 4, 4, 3, 10, 0, 1, 5, 7, 9, 5, 9, 5, 1, 2, 7, 10, 2, 9, 3, 8, 1, 10, 3, 5, 2, 5, 0, 2, 9, 0, 0, 8, 3, 6, 3, 2, 7, 2, 0, 7, 1, 7, 8, 2, 9, 8, 6, 9, 5, 10, 7, 1, 3, 9, 1, 1, 5, 6, 10, 10, 0, 6, 8, 4, 14/05/15, 14/05/15, 5/15/15, T, Ginbot, 9, 2007
Tehuledere, 2008-1, , , , , , , , , , , , , , , , , , , , Amhara, South Wollo, Tehuledere, 2015, 39, September, 9, 10, 8, 3, 0, 10, 6, 9, 9, 10, 8, 10, 9, 6, 1, 7, 0, 1, 4, 8, 10, 3, 8, 8, 8, 1, 0, 2, 6, 9, 3, 4, 4, 3, 4, 2, 2, 10, 5, 6, 10, 7, 5, 5, 7, 6, 0, 1, 3, 4, 8, 7, 9, 4, 9, 2, 8, 9, 0, 2, 4, 5, 6, 4, 6, 0, 1, 5, 6, 0, 5, 5, 10, 4, 6, 5, 9, 7, 2, 4, 1/10/15, 1/10/15, 10/2/15, T, Meskerem, 1, 2008
Tehuledere, 2008-5, , , , , , , , , , , , , , , , , , , , Amhara, South Wollo, Tehuledere, 2016, 1, January, 5, 7, 9, 5, 0, 2, 4, 6, 6, 3, 3, 0, 5, 4, 5, 0, 3, 9, 10, 10, 10, 9, 0, 0, 1, 3, 3, 8, 5, 4, 0, 9, 8, 10, 8, 0, 1, 5, 9, 2, 6, 6, 9, 4, 7, 4, 5, 3, 10, 0, 0, 0, 5, 3, 0, 5, 1, 1, 1, 9, 4, 7, 0, 1, 7, 7, 5, 7, 10, 1, 3, 2, 8, 4, 7, 1, 2, 7, 4, 10, 14/01/16, 14/01/16, 1/15/16, T, Tir, 5, 2008
Telalak, 2007-10, , , , , , , , , , , , , , , , , , , , Afar, Zone 05, Telalak, 2015, 24, June, 9, 4, 8, 1, 7, 7, 3, 8, 6, 6, 6, 6, 10, 7, 10, 9, 1, 2, 3, 2, 1, 2, 1, 10, 7, 2, 4, 10, 8, 5, 9, 1, 10, 2, 9, 3, 5, 6, 0, 3, 7, 8, 1, 8, 7, 8, 9, 4, 3, 6, 3, 4, 7, 1, 5, 9, 4, 9, 6, 0, 1, 4, 2, 5, 3, 10, 8, 3, 10, 6, 3, 6, 10, 10, 3, 8, 6, 4, 6, 8, 18/06/15, 18/06/15, 6/19/15, T, Sene, 10, 2007
Telalak, 2007-3, Deroese Health Center, 0, 0, Afar, Telalak, 5j=ABC+ 3TC+ LPV/r : males, 241854506, 3865, 0, 4.2.1.4.2.19, 2, 205, 20501, 205010022, 3, 2007, 1, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Telalak, 2008-4, , , , , , , , , , , , , , , , , , , , Afar, Zone 05, Telalak, 2015, 50, December, 6, 4, 0, 10, 8, 3, 8, 10, 1, 9, 6, 0, 1, 9, 5, 10, 2, 4, 4, 4, 2, 2, 2, 0, 2, 2, 6, 7, 1, 1, 10, 7, 6, 1, 5, 5, 5, 4, 7, 4, 5, 2, 7, 8, 6, 0, 7, 1, 0, 6, 7, 0, 0, 6, 8, 9, 0, 1, 9, 1, 2, 3, 2, 7, 7, 2, 4, 5, 9, 4, 7, 4, 4, 5, 8, 0, 3, 9, 9, 1, 21/12/15, 21/12/15, 12/18/15, L, Tahesas, 4, 2008
Tello, 2007-11, , , , , , , , , , , , , , , , , , , , SNNPR, Kefa, Tello, 2015, 30, July, 5, 3, 8, 2, 3, 1, 8, 9, 4, 3, 2, 7, 3, 1, 1, 2, 6, 9, 2, 8, 3, 10, 0, 9, 6, 0, 0, 3, 2, 8, 1, 2, 9, 7, 5, 9, 1, 7, 10, 2, 9, 10, 9, 8, 5, 5, 8, 8, 0, 10, 2, 5, 9, 5, 9, 3, 4, 7, 3, 5, 0, 4, 7, 2, 2, 6, 6, 8, 9, 10, 6, 9, 6, 0, 3, 6, 4, 8, 5, 2, 30/07/15, 30/07/15, 7/31/15, T, Hamle, 11, 2007
Tello, 2008-4, , , , , , , , , , , , , , , , , , , , SNNPR, Kefa, Tello, 2015, 52, December, 7, 10, 10, 4, 8, 4, 0, 0, 8, 8, 5, 5, 3, 9, 8, 8, 10, 7, 2, 3, 4, 3, 8, 9, 0, 8, 7, 1, 8, 4, 7, 0, 3, 6, 4, 2, 7, 7, 4, 1, 5, 6, 7, 10, 6, 9, 3, 0, 1, 2, 2, 5, 6, 5, 7, 2, 9, 10, 2, 7, 7, 5, 5, 1, 3, 9, 8, 1, 8, 7, 2, 9, 1, 3, 9, 9, 5, 7, 5, 6, 31/12/15, 31/12/15, 1/1/16, T, Tahesas, 4, 2008
Tembaro, 2007-10, , , , , , , , , , , , , , , , , , , , SNNPR, Kembata Tembaro, Tembaro, 2015, 25, June, 5, 6, 6, 3, 3, 9, 8, 3, 10, 10, 10, 10, 0, 3, 4, 1, 0, 4, 7, 2, 6, 6, 4, 4, 9, 8, 5, 10, 1, 8, 8, 3, 3, 0, 5, 5, 6, 4, 8, 9, 2, 6, 2, 5, 1, 2, 5, 3, 4, 7, 5, 9, 9, 5, 4, 0, 3, 3, 6, 4, 4, 6, 4, 9, 0, 0, 5, 8, 0, 0, 8, 6, 4, 6, 9, 8, 3, 5, 4, 9, 25/06/15, 25/06/15, 6/26/15, T, Sene, 10, 2007
Tembaro, 2008-3, , , , , , , , , , , , , , , , , , , , SNNPR, Kembata Tembaro, Tembaro, 2015, 45, November, 6, 4, 6, 4, 2, 7, 1, 10, 7, 10, 7, 1, 1, 9, 4, 4, 7, 5, 0, 3, 2, 7, 2, 6, 6, 2, 5, 4, 6, 0, 0, 6, 8, 9, 6, 8, 7, 5, 7, 1, 9, 0, 6, 8, 0, 4, 10, 1, 9, 3, 0, 9, 0, 0, 1, 1, 0, 0, 5, 3, 9, 10, 4, 10, 5, 6, 1, 6, 5, 8, 5, 9, 6, 0, 5, 3, 8, 2, 9, 4, 16/11/15, 16/11/15, 11/13/15, L, Hedar, 3, 2008
Tena, 2007-8, , , , , , , , , , , , , , , , , , , , Oromia, Arsi, Tena, 2015, 15, April, 8, 1, 10, 5, 7, 9, 0, 9, 7, 4, 2, 6, 1, 9, 7, 8, 4, 6, 1, 7, 2, 0, 2, 10, 4, 5, 1, 1, 6, 4, 3, 6, 9, 2, 9, 7, 7, 1, 9, 6, 1, 7, 7, 1, 5, 0, 7, 4, 2, 2, 7, 1, 2, 5, 0, 10, 0, 5, 0, 10, 6, 6, 10, 7, 3, 2, 2, 4, 4, 8, 5, 1, 4, 4, 2, 8, 8, 2, 3, 9, 17/04/15, 17/04/15, 4/17/15, T, Miyazia, 8, 2007
Tena, 2008-1, , , , , , , , , , , , , , , , , , , , Oromia, Arsi, Tena, 2015, 37, September, 6, 6, 1, 7, 8, 6, 9, 5, 5, 8, 7, 4, 0, 4, 5, 4, 3, 9, 9, 2, 4, 9, 10, 10, 0, 5, 0, 4, 2, 3, 5, 5, 4, 8, 4, 4, 4, 8, 10, 5, 5, 3, 1, 7, 3, 8, 10, 3, 8, 6, 7, 2, 4, 6, 5, 1, 7, 1, 10, 10, 0, 1, 1, 4, 5, 7, 5, 6, 7, 8, 1, 10, 9, 6, 1, 0, 5, 4, 10, 1, 17/09/15, 17/09/15, 9/18/15, T, Meskerem, 1, 2008
Tenta, 2006-12, Bila Health Center, 0, 0, Amhara, Tenta, Arthemisin / Lumphantrine, 375394820, 142, 0,  , 3, 304, 30402, 304020025, 12, 2006, 2, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2006-2, Keregmba Health Post, 0, 0, Amhara, Tenta, , 3119997, 3002, 0, , 3, 304, 30402, 3040200325, 2, 2006, 3, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2006-4, Tenta Health Center, 11.3208, 39.2481, Amhara, Tenta, , 12742624, 1195, 0, , 3, 304, 30402, 304020021, 4, 2006, 8, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2006-5, Ajebara Health Center, 11.244507, 39.2454, Amhara, Tenta, , 11088561, 833, 0, , 3, 304, 30402, 304020022, 5, 2006, 1, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2006-6, K_Amba Health Post, 0, 0, Amhara, Tenta, OPD visits > = 15: new Female, 21834983, 173, 0, 1.1.10, 3, 304, 30402, 3040200304, 6, 2006, 6, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2007-11, Debek Health Center, 0, 0, Amhara, Tenta, , 454697275, 994, 0, , 3, 304, 30402, 304020023, 11, 2007, 2, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2007-12, , , , , , , , , , , , , , , , , , , , Amhara, South Wollo, Tenta, 2015, 34, August, 6, 1, 1, 6, 10, 5, 4, 0, 0, 8, 8, 8, 2, 7, 9, 7, 9, 6, 6, 10, 6, 0, 4, 2, 4, 4, 7, 0, 0, 1, 10, 1, 6, 9, 7, 3, 0, 1, 2, 2, 8, 7, 9, 0, 8, 9, 10, 7, 2, 9, 0, 1, 1, 2, 0, 7, 9, 10, 0, 8, 4, 9, 6, 8, 5, 3, 4, 6, 7, 5, 8, 2, 5, 4, 2, 6, 4, 5, 9, 4, 27/08/15, 27/08/15, 8/28/15, T, Nehase, 12, 2007
Tenta, 2007-2, Mahilate, , , Amhara, Tenta, , 152656500, 398, 0, , 3, 304, 30402, 304020030, 2, 2007, 3, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2007-5, Fitto Health Center, 0, 0, Amhara, Tenta, , 165943039, 367, 0, , 3, 304, 30402, 304020024, 5, 2007, 1, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2007-6, Tenta Health Center, 11.3208, 39.2481, Amhara, Tenta, , 187589528, 1165, 0, , 3, 304, 30402, 304020021, 6, 2007, 5, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tenta, 2007-8, Tedat Health Post, 0, 0, Amhara, Tenta, , 267973452, 351, 0, , 3, 304, 30402, 3040200307, 8, 2007, 4, 0, 3, Amhara, South Wollo, Tenta, 2015, 14, April, 4, 0, 5, 4, 3, 5, 0, 2, 5, 2, 8, 2, 8, 1, 9, 6, 4, 2, 6, 4, 5, 10, 7, 1, 6, 9, 7, 0, 1, 0, 0, 10, 8, 1, 1, 0, 1, 2, 4, 10, 6, 2, 9, 7, 6, 3, 1, 0, 7, 0, 3, 8, 8, 10, 4, 8, 0, 2, 2, 6, 1, 6, 1, 2, 7, 2, 7, 1, 0, 1, 9, 7, 4, 0, 9, 0, 3, 5, 4, 8, 8/4/15, 8/4/15, 4/10/15, T, Miyazia, 8, 2007
Tenta, 2008-4, Chanie Medium Clinic, , , Amhara, Tenta, 1-4 years : males, 525126470, 3870, 0, 4.2.1.6.3, 3, 304, 30402, 304020035, 4, 2008, 3, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tercha, 2007-10, , , , , , , , , , , , , , , , , , , , SNNPR, Dawuro, Tercha, 2015, 23, June, 5, 2, 3, 7, 9, 6, 2, 8, 1, 4, 4, 2, 3, 6, 6, 2, 0, 5, 6, 0, 10, 7, 2, 0, 0, 6, 10, 0, 2, 3, 0, 2, 8, 6, 4, 8, 3, 6, 1, 0, 3, 5, 10, 3, 7, 2, 0, 1, 0, 5, 7, 10, 10, 5, 2, 10, 5, 7, 10, 9, 10, 5, 5, 7, 5, 6, 0, 8, 0, 5, 7, 4, 5, 4, 2, 2, 7, 1, 0, 3, 15/06/15, 15/06/15, 6/12/15, L, Sene, 10, 2007
Tercha, 2007-9, , , , , , , , , , , , , , , , , , , , SNNPR, Dawuro, Tercha, 2015, 19, May, 2, 3, 1, 0, 3, 6, 10, 1, 3, 9, 7, 3, 3, 3, 0, 9, 10, 2, 9, 4, 3, 6, 7, 7, 1, 3, 7, 3, 0, 6, 6, 10, 0, 5, 7, 0, 10, 1, 1, 6, 2, 2, 5, 8, 2, 6, 8, 7, 3, 2, 2, 8, 0, 2, 5, 3, 8, 5, 8, 10, 0, 10, 3, 8, 6, 9, 2, 4, 3, 7, 4, 3, 4, 5, 4, 9, 9, 0, 8, 2, 14/05/15, 14/05/15, 5/15/15, T, Ginbot, 9, 2007
Tercha, 2008-3, , , , , , , , , , , , , , , , , , , , SNNPR, Dawuro, Tercha, 2015, 45, November, 2, 8, 8, 4, 9, 8, 2, 8, 8, 0, 5, 1, 9, 8, 6, 8, 10, 3, 1, 3, 3, 10, 5, 6, 5, 9, 2, 8, 3, 6, 0, 3, 7, 0, 1, 4, 1, 9, 2, 5, 1, 6, 2, 8, 4, 7, 3, 8, 2, 3, 8, 5, 4, 10, 4, 9, 3, 0, 3, 4, 3, 4, 2, 9, 10, 10, 2, 4, 6, 3, 1, 0, 6, 6, 1, 4, 2, 7, 9, 6, 16/11/15, 16/11/15, 11/13/15, L, Hedar, 3, 2008
Tercha, 2008-3, , , , , , , , , , , , , , , , , , , , SNNPR, Dawuro, Tercha, 2015, 48, November, 6, 5, 4, 3, 7, 0, 2, 8, 2, 5, 2, 9, 1, 5, 3, 6, 5, 6, 4, 6, 5, 7, 9, 3, 4, 6, 9, 1, 2, 2, 6, 3, 3, 4, 7, 4, 2, 0, 9, 0, 1, 1, 9, 9, 8, 6, 0, 9, 1, 3, 0, 6, 7, 10, 10, 4, 0, 8, 6, 0, 4, 10, 2, 8, 5, 0, 6, 3, 9, 9, 0, 1, 10, 10, 8, 3, 3, 1, 7, 3, 3/12/15, 3/12/15, 12/4/15, T, Hedar, 3, 2008
Tibe Kutaye, 2007-9, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Tibe Kutaye, 2015, 22, May, 1, 10, 1, 7, 1, 8, 10, 7, 2, 5, 2, 6, 10, 4, 1, 7, 8, 0, 3, 2, 8, 4, 4, 2, 4, 8, 6, 8, 4, 8, 3, 5, 2, 5, 9, 8, 10, 10, 5, 5, 7, 4, 4, 9, 7, 2, 1, 2, 6, 7, 4, 6, 4, 5, 4, 3, 2, 3, 1, 5, 9, 4, 9, 8, 3, 2, 2, 0, 9, 4, 2, 0, 3, 2, 6, 3, 1, 9, 5, 1, 4/6/15, 4/6/15, 6/5/15, T, Ginbot, 9, 2007
Tibe Kutaye, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Tibe Kutaye, 2015, 43, October, 4, 3, 3, 7, 6, 9, 7, 5, 9, 2, 5, 3, 7, 2, 6, 9, 10, 2, 0, 6, 8, 0, 1, 2, 1, 3, 5, 7, 0, 7, 0, 4, 10, 1, 8, 2, 7, 2, 4, 9, 4, 7, 7, 6, 4, 6, 10, 6, 6, 8, 8, 1, 0, 8, 2, 6, 6, 6, 1, 1, 4, 7, 2, 1, 3, 8, 7, 6, 4, 1, 4, 3, 9, 7, 10, 5, 1, 7, 2, 3, 30/10/15, 30/10/15, 10/30/15, T, Teqemt, 2, 2008
Tikur Enchini, 2007-8, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Tikur Enchini, 2015, 18, April, 5, 2, 1, 2, 6, 8, 8, 9, 6, 5, 4, 0, 3, 5, 5, 4, 0, 7, 10, 1, 3, 9, 4, 2, 8, 1, 8, 7, 2, 5, 9, 1, 1, 0, 3, 7, 5, 7, 5, 2, 6, 6, 3, 6, 5, 6, 2, 8, 10, 5, 9, 2, 1, 3, 10, 0, 3, 10, 5, 4, 2, 9, 5, 6, 0, 4, 8, 5, 7, 0, 8, 7, 1, 9, 9, 4, 0, 1, 1, 9, 14/05/15, 14/05/15, 5/8/15, L, Miyazia, 8, 2007
Tikur Enchini, 2008-1, , , , , , , , , , , , , , , , , , , , Oromia, West Shewa, Tikur Enchini, 2015, 39, September, 6, 7, 7, 7, 7, 5, 8, 5, 1, 0, 8, 6, 6, 9, 9, 3, 6, 10, 7, 6, 6, 6, 0, 0, 9, 3, 8, 7, 1, 2, 9, 2, 8, 7, 7, 7, 0, 10, 7, 10, 4, 6, 3, 8, 6, 7, 8, 2, 0, 8, 5, 8, 9, 6, 10, 9, 0, 5, 2, 0, 4, 2, 8, 10, 8, 2, 2, 2, 1, 0, 9, 7, 1, 2, 0, 6, 4, 7, 10, 10, 1/10/15, 1/10/15, 10/2/15, T, Meskerem, 1, 2008
Tiro Afeta, 2006-8, Decha Gibe Health Post, 0, 0, Oromiya, Tiro Afeta, , 56273640, 396, 0, , 4, 404, 40404, 4040400316, 8, 2006, 5, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tiro Afeta, 2007-1, Decha Gibe Health Center, 0, 0, Oromiya, Tiro Afeta, < 1 year: males, 394678824, 3656, 0, 4.2.1.1.2.2.1, 4, 404, 40404, 404040022, 1, 2007, 9, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tiro Afeta, 2007-10, , , , , , , , , , , , , , , , , , , , Oromia, Jimma, Tiro Afeta, 2015, 24, June, 2, 3, 1, 1, 2, 10, 7, 4, 8, 4, 0, 7, 6, 3, 3, 0, 8, 4, 10, 8, 0, 1, 6, 1, 1, 2, 6, 1, 2, 1, 10, 6, 3, 9, 0, 9, 4, 8, 8, 7, 3, 2, 4, 1, 4, 8, 2, 2, 2, 5, 8, 6, 7, 4, 8, 2, 3, 5, 3, 10, 1, 2, 1, 3, 2, 3, 6, 10, 5, 6, 4, 8, 2, 7, 6, 0, 9, 10, 6, 3, 18/06/15, 18/06/15, 6/19/15, T, Sene, 10, 2007
Tiro Afeta, 2007-9, Busa Health Center, 0, 0, Oromiya, Tiro Afeta, , 276178919, 587, 0, , 4, 404, 40404, 404040024, 9, 2007, 2, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tiro Afeta, 2007-9, Raga Siba Health Center, 0, 0, Oromiya, Tiro Afeta, , 348534583, 1217, 0, , 4, 404, 40404, 404040026, 9, 2007, 0, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tiro Afeta, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, Jimma, Tiro Afeta, 2015, 44, October, 2, 1, 1, 8, 0, 10, 10, 4, 1, 1, 1, 2, 3, 6, 2, 1, 9, 8, 2, 8, 2, 0, 6, 8, 4, 9, 2, 8, 6, 9, 2, 0, 6, 4, 0, 2, 0, 4, 10, 3, 1, 1, 7, 6, 4, 1, 0, 5, 1, 8, 10, 1, 3, 4, 10, 10, 6, 9, 4, 6, 9, 6, 8, 7, 9, 6, 5, 0, 3, 6, 9, 1, 2, 8, 4, 9, 10, 9, 4, 7, 5/11/15, 5/11/15, 11/6/15, T, Teqemt, 2, 2008
Tirunesh Bejing Hospital, 2008-2, , , , , , , , , , , , , , , , , , , , Addis Ababa, Akaki Kaliti, Tirunesh Bejing Hospital, 2015, 42, October, 0, 10, 3, 3, 3, 2, 9, 2, 7, 8, 9, 3, 5, 1, 4, 3, 1, 1, 10, 9, 6, 2, 8, 7, 8, 9, 6, 6, 5, 5, 7, 6, 6, 4, 8, 5, 3, 9, 4, 4, 7, 4, 6, 10, 5, 0, 4, 10, 6, 7, 5, 1, 7, 2, 6, 10, 8, 8, 3, 1, 10, 10, 3, 0, 0, 3, 10, 2, 2, 6, 7, 10, 9, 3, 4, 10, 0, 7, 1, 2, 26/10/15, 26/10/15, 10/23/15, L, Teqemt, 2, 2008
Tiyo, 1-408160021, Golaja Health Center, 0, 0, Oromiya, Tiyo, "Number of adult and pediatric patients with an undetectable viral load <1, 000 copies/ml at 12 months", 395935569, 3892, 0, 4.2.1.8.1, 4, 408, 40816, 408160021, 1, 2007, 4, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tiyo, 2007-12, , , , , , , , , , , , , , , , , , , , Oromia, Arsi, Tiyo, 2015, 35, August, 3, 3, 3, 3, 6, 2, 7, 0, 6, 4, 1, 7, 7, 7, 9, 3, 7, 7, 10, 4, 0, 0, 5, 5, 8, 2, 9, 0, 3, 4, 9, 2, 0, 4, 1, 5, 6, 0, 2, 8, 8, 4, 10, 4, 8, 2, 8, 3, 7, 3, 8, 5, 0, 0, 3, 1, 6, 5, 2, 1, 8, 9, 5, 4, 8, 1, 0, 9, 1, 7, 10, 6, 10, 6, 4, 2, 1, 4, 7, 9, 3/9/15, 3/9/15, 9/4/15, T, Nehase, 12, 2007
